locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
14377	b0238	1	7023	255977	256435	+	gpt	xanthine phosphoribosyltransferase (NCBI)	0.5185	17	TRUE
14378	b0239	1	7023	256527	257771	+	frsA	fermentation/respiration switch protein (NCBI)	0.5365	38	TRUE
14379	b0240	1	7023	257829	258230	+	crl	DNA-binding transcriptional regulator (NCBI)	0.505	12	TRUE
14380	b0241	1	7023	258269	259324	-	phoE	outer membrane phosphoporin protein E (NCBI)	0.447	45	TRUE
14381	b0242	1	7023	259612	260715	+	proB	gamma-glutamyl kinase (NCBI)	0.5625	28	TRUE
14382	b0243	1	7023	260727	261980	+	proA	gamma-glutamyl phosphate reductase (NCBI)	0.5431	39	TRUE
1936238	b0244	5	7023	262095	262170	+	thrW	tRNA-Thr (NCBI)	0.5132	5	FALSE
3446140	b4626	7	7023	262374	262436	-	ykfN		0.3333	4	FALSE
14383	b0245	1	7023	262552	262893	-	ykfI	CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system (NCBI)	0.5117	11	TRUE
14384	b0246	1	7023	262914	263231	-	yafW	CP4-6 prophage; antitoxin of the YkfI-YafW toxin-antitoxin system (NCBI)	0.5692	7	TRUE
1936239	b4504	1	7023	263250	263471	-	ykfH	hypothetical protein (NCBI)	0.5586	11	TRUE
14385	b0247	1	7023	263480	263956	-	ykfG	CP4-6 prophage; predicted DNA repair protein (NCBI)	0.5849	10	TRUE
14386	b0248	1	7023	263972	264430	-	yafX	CP4-6 prophage; predicted protein (NCBI)	0.5556	18	TRUE
14387	b0249	1	7023	264528	264767	-	ykfF	CP4-6 prophage; predicted protein (NCBI)	0.5875	7	TRUE
14388	b0250	1	7023	264844	265311	-	ykfB	CP4-6 prophage; predicted protein (NCBI)	0.5256	17	TRUE
14389	b0251	1	7023	265334	265777	-	yafY	CP4-6 prophage; predicted DNA-binding transcriptional regulator (RefSeq)	0.5068	17	TRUE
3446142	b4627	7	7023	265777	265998	-	ykfL		0.5495	2	TRUE
3446144	b4628	7	7023	266000	266191	-	ykfK		0.5833	3	FALSE
14390	b0252	1	7023	266408	267229	-	yafZ	orf, hypothetical protein (VIMSS)	0.5779	23	TRUE
14391	b0253	1	7023	267321	268184	-	ykfA	putative GTP-binding protein (VIMSS)	0.5683	31	TRUE
14392	b0254	1	7023	268513	269406	-	perR	CP4-6 prophage; predicted DNA-binding transcriptional regulator (NCBI)	0.4799	35	TRUE
3446146	b4587	7	7023	269502	269759	+	insN		0.4496	7	TRUE
14394	b0256	1	7023	269827	270978	+	insI-1	CP4-6 prophage; IS30 transposase (NCBI)	0.4583	53	FALSE
7497339	b4690	6	7023	271804	271878	+	eyeA	Novel sRNA, function unknown, CP4-6 prophage (RefSeq)	0.56	1	FALSE
14396	b0258	7	7023	272071	273178	+	ykfC	orf, hypothetical protein (VIMSS)	0.546	32	TRUE
14397	b0259	1	7023	273325	274341	-	insH-1	CP4-6 prophage; IS5 transposase and trans-activator (NCBI)	0.5467	13	FALSE
14398	b0260	1	7023	274549	275952	+	ykfD	putative amino acid/amine transport protein (VIMSS)	0.5484	50	TRUE
14399	b0261	1	7023	275939	276871	+	mmuM	homocysteine methyltransferase (NCBI)	0.6034	26	TRUE
14400	b0262	1	7023	276980	278026	-	afuC	putative ATP-binding component of a transport system (VIMSS)	0.5635	23	TRUE
14401	b0263	7	7023	278038	278385	-	afuB	CP4-6 prophage; predicted ferric trasnporter subunit (RefSeq)	0.5632	11	TRUE
14402	b0264	1	7023	278402	278905	-	insB-2	CP4-6 prophage; IS1 transposase InsAB' (NCBI)	0.5516	16	FALSE
14403	b0265	1	7023	278824	279099	-	insA-2	CP4-6 prophage; IS1 repressor protein InsA (NCBI)	0.5326	8	FALSE
1936246	b4505	7	7023	279338	279586	-	insX	predicted IS protein (RefSeq)	0.4699	9	TRUE
14404	b0266	7	7023	279651	279959	-	yagB	orf, hypothetical protein (VIMSS)	0.5178	7	TRUE
14405	b0267	1	7023	280053	281207	-	yagA	CP4-6 prophage; predicted DNA-binding transcriptional regulator (NCBI)	0.6208	19	TRUE
14406	b0268	1	7023	281502	282410	+	yagE	2-keto-3-deoxy gluconate (KDG) aldolase; CP4-6 prophage (NCBI)	0.6161	17	TRUE
14407	b0269	1	7023	282425	284392	+	yagF	CP4-6 prophage; predicted dehydratase (NCBI)	0.6672	22	TRUE
14408	b0270	1	7023	284619	286001	+	yagG	CP4-6 prophage; predicted sugar transporter (NCBI)	0.6247	23	TRUE
14409	b0271	1	7023	286013	287623	+	yagH	CP4-6 prophage; predicted xylosidase/arabinosidase (NCBI)	0.6437	35	TRUE
14410	b0272	1	7023	287628	288386	-	yagI	CP4-6 prophage; predicted DNA-binding transcriptional regulator (NCBI)	0.6324	15	TRUE
14411	b0273	1	7023	288525	289529	-	argF	CP4-6 prophage; ornithine carbamoyltransferase 2, chain F (NCBI)	0.5881	21	TRUE
7497340	b4688	7	7023	289653	289857	+	ykgS		0.4293	7	FALSE
14412	b0274	1	7023	289873	290376	-	insB-3	CP4-6 prophage; IS1 transposase InsAB' (NCBI)	0.5516	16	FALSE
14413	b0275	1	7023	290295	290570	-	insA-3	CP4-6 prophage; IS1 repressor protein InsA (NCBI)	0.5326	8	FALSE
14414	b0276	7	7023	290628	291455	+	yagJ	CP4-6 prophage; predicted protein (RefSeq)	0.4867	23	TRUE
14415	b0277	1	7023	291546	292172	-	yagK	CP4-6 prophage; conserved protein (NCBI)	0.4482	40	TRUE
14416	b0278	1	7023	292444	293142	-	yagL	CP4-6 prophage; DNA-binding protein (NCBI)	0.3734	35	TRUE
14417	b0279	1	7023	293169	294023	-	yagM	CP4-6 prophage; predicted protein (NCBI)	0.3626	53	TRUE
14418	b0280	1	7023	294363	294803	-	yagN	CP4-6 prophage; predicted protein (NCBI)	0.4354	23	TRUE
14419	b0281	1	7023	294920	296320	-	intF	CP4-6 prophage; predicted phage integrase (NCBI)	0.4433	65	TRUE
3446148	b4629	8	7023	296430	296478	+	ptwF	tRNA-OTHER (RefSeq)	0.5102	4	FALSE
7497341	b4694	7	7023	296605	296943	-	yagP		0.4956	11	TRUE
7497342	b4695	7	7023	296938	297015	-	ykgT		0.641	1	TRUE
14421	b0283	1	7023	296994	297950	-	yagQ	hypothetical protein (NCBI)	0.5998	17	TRUE
14422	b0284	1	7023	297960	300158	-	yagR	predicted oxidoreductase with molybdenum-binding domain (NCBI)	0.5944	51	TRUE
14423	b0285	1	7023	300155	301111	-	yagS	predicted oxidoreductase with FAD-binding domain (NCBI)	0.6071	30	TRUE
14424	b0286	1	7023	301108	301797	-	yagT	predicted xanthine dehydrogenase, 2Fe-2S subunit (NCBI)	0.5478	16	TRUE
14425	b0287	1	7023	302215	302829	+	yagU	conserved inner membrane protein (NCBI)	0.452	23	TRUE
14426	b0288	1	7023	303077	303406	-	ykgJ	predicted ferredoxin (NCBI)	0.503	9	TRUE
14427	b0289	1	7023	303719	304429	-	yagV	orf, hypothetical protein (VIMSS)	0.5302	28	TRUE
14428	b0290	1	7023	304398	306041	-	yagW	predicted receptor (NCBI)	0.5158	68	TRUE
14429	b0291	1	7023	306031	308556	-	yagX	predicted aromatic compound dioxygenase (NCBI)	0.5527	90	TRUE
14430	b0292	1	7023	308582	309250	-	yagY	hypothetical protein (NCBI)	0.5486	23	TRUE
14431	b0293	1	7023	309308	309895	-	yagZ	hypothetical protein (NCBI)	0.5289	28	TRUE
14432	b0294	1	7023	309970	310560	-	ykgK	predicted regulator (NCBI)	0.3909	41	TRUE
14433	b0295	1	7023	311336	311563	+	ykgL	hypothetical protein (NCBI)	0.4386	10	TRUE
1936249	b4506	1	7023	311598	311738	-	ykgO	rpmJ (L36) paralog (NCBI)	0.4184	7	TRUE
14434	b0296	1	7023	311738	312001	-	ykgM	50S ribosomal protein L31 (NCBI)	0.4583	10	TRUE
7497343	b4671	1	7023	312365	312466	-	ykgR	expressed protein (RefSeq)	0.2843	9	FALSE
3446150	b4630	7	7023	312940	313029	-	ykgP		0.3889	4	TRUE
14435	b0297	7	7023	313581	314452	+	eaeH	attaching and effacing protein, pathogenesis factor (RefSeq)	0.4839	43	TRUE
14436	b0298	1	7023	314515	314814	+	insE	IS3 element protein InsE (RefSeq)	0.5	7	FALSE
14437	b0299	1	7023	314811	315677	+	insF-1	IS3 element protein InsF (NCBI)	0.5513	29	FALSE
14438	b0300	7	7023	315710	316393	-	ykgA	putative ARAC-type regulatory protein (VIMSS)	0.4284	25	TRUE
3446152	b4631	7	7023	316663	316791	+	ykgQ		0.3566	6	TRUE
14439	b0301	1	7023	316950	317543	-	ykgB	orf, hypothetical protein (VIMSS)	0.4495	28	TRUE
14441	b0303	1	7023	317555	317791	-	ykgI	orf, hypothetical protein (VIMSS)	0.3544	14	TRUE
14442	b0304	1	7023	317900	319225	-	ykgC	putative oxidoreductase (VIMSS)	0.4555	68	TRUE
14443	b0305	1	7023	319451	320305	+	ykgD	predicted DNA-binding transcriptional regulator (NCBI)	0.5123	28	TRUE
14444	b0306	1	7023	320832	321551	+	ykgE	predicted oxidoreductase (NCBI)	0.5056	27	TRUE
14445	b0307	1	7023	321562	322989	+	ykgF	predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain (NCBI)	0.5021	49	TRUE
14446	b0308	1	7023	322982	323677	+	ykgG	putative transporter (VIMSS)	0.5216	24	TRUE
14448	b0310	1	7023	323920	324588	-	ykgH	predicted inner membrane protein (NCBI)	0.3692	48	TRUE
14449	b0311	1	7023	324801	326471	-	betA	choline dehydrogenase (NCBI)	0.5709	42	TRUE
14450	b0312	1	7023	326485	327957	-	betB	betaine aldehyde dehydrogenase, NAD-dependent (NCBI)	0.5825	36	TRUE
14451	b0313	1	7023	327971	328558	-	betI	probably transcriptional repressor of bet genes (VIMSS)	0.568	12	TRUE
14452	b0314	1	7023	328687	330720	+	betT	choline transporter of high affinity (NCBI)	0.5531	69	TRUE
14453	b0315	1	7023	331595	332683	+	yahA	predicted DNA-binding transcriptional regulator (NCBI)	0.4591	48	TRUE
14454	b0316	1	7023	332725	333657	-	yahB	predicted DNA-bindng transcriptional regulator (NCBI)	0.493	43	TRUE
14455	b0317	1	7023	333749	334246	-	yahC	predicted inner membrane protein (NCBI)	0.5281	19	TRUE
14456	b0318	1	7023	334504	335109	+	yahD	predicted transcriptional regulator with ankyrin domain (NCBI)	0.4538	38	TRUE
14457	b0319	1	7023	335149	336012	+	yahE	hypothetical protein (NCBI)	0.4711	45	TRUE
14458	b0320	1	7023	336002	337549	+	yahF	predicted acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain (NCBI)	0.5556	18	TRUE
14459	b0321	1	7023	337549	338967	+	yahG	hypothetical protein (NCBI)	0.5835	36	TRUE
14461	b0323	1	7023	339389	340339	+	yahI	predicted carbamate kinase-like protein (NCBI)	0.5615	23	TRUE
14462	b0324	1	7023	340349	341731	+	yahJ	deaminase (NCBI)	0.5625	30	TRUE
14463	b0325	1	7023	342108	343157	+	yahK	predicted oxidoreductase, Zn-dependent and NAD(P)-binding (NCBI)	0.5333	27	TRUE
14464	b0326	1	7023	343400	344215	+	yahL	hypothetical protein (NCBI)	0.3885	43	TRUE
14465	b0327	1	7023	344628	344873	+	yahM	orf, hypothetical protein (VIMSS)	0.4675	9	TRUE
14466	b0328	1	7023	344890	345561	-	yahN	neutral amino-acid efflux system (NCBI)	0.494	27	TRUE
14467	b0329	1	7023	345708	345983	+	yahO	hypothetical protein (NCBI)	0.3877	9	TRUE
14468	b0330	1	7023	346081	347667	-	prpR	DNA-binding transcriptional activator (NCBI)	0.552	47	TRUE
14469	b0331	1	7023	347906	348796	+	prpB	2-methylisocitrate lyase (NCBI)	0.5612	18	TRUE
14471	b0333	1	7023	349236	350405	+	prpC	2-methylcitrate synthase (NCBI)	0.5564	29	TRUE
14472	b0334	1	7023	350439	351890	+	prpD	2-methylcitrate dehydratase (NCBI)	0.5696	30	TRUE
14473	b0335	1	7023	351930	353816	+	prpE	predicted propionyl-CoA synthetase with ATPase domain (NCBI)	0.584	40	TRUE
14474	b0336	1	7023	354146	355405	+	codB	cytosine transporter (NCBI)	0.5389	37	TRUE
14475	b0337	1	7023	355395	356678	+	codA	cytosine deaminase (NCBI)	0.5343	35	TRUE
14476	b0338	1	7023	357015	357914	-	cynR	DNA-binding transcriptional dual regulator (NCBI)	0.55	25	TRUE
14477	b0339	1	7023	358023	358682	+	cynT	carbonic anhydrase (NCBI)	0.5727	14	TRUE
14478	b0340	1	7023	358713	359183	+	cynS	cyanate hydratase (NCBI)	0.5053	12	TRUE
14479	b0341	1	7023	359216	360370	+	cynX	predicted cyanate transporter (NCBI)	0.587	28	TRUE
14480	b0342	1	7023	360473	361084	-	lacA	galactoside O-acetyltransferase (NCBI)	0.4281	30	TRUE
14481	b0343	1	7023	361150	362403	-	lacY	galactoside permease (NCBI)	0.4633	60	TRUE
14482	b0344	1	7023	362455	365529	-	lacZ	beta-D-galactosidase (NCBI)	0.5626	82	TRUE
14483	b0345	1	7023	365652	366734	-	lacI	transcriptional repressor of the lac operon (VIMSS)	0.5633	24	TRUE
14484	b0346	1	7023	366811	367644	-	mhpR	DNA-binding transcriptional activator, 3HPP-binding (RefSeq)	0.5576	18	TRUE
14485	b0347	1	7023	367835	369499	+	mhpA	3-(3-hydroxyphenyl)propionate hydroxylase (NCBI)	0.57	46	TRUE
14486	b0348	1	7023	369501	370445	+	mhpB	2,3-dihydroxyphenylpropionate 1,2-dioxygenase (NCBI)	0.5778	16	TRUE
14487	b0349	1	7023	370448	371329	+	mhpC	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase (VIMSS)	0.5454	23	TRUE
14488	b0350	1	7023	371339	372148	+	mhpD	2-keto-4-pentenoate hydratase (VIMSS)	0.5519	24	TRUE
14489	b0351	1	7023	372145	373095	+	mhpF	acetaldehyde dehydrogenase (NCBI)	0.5447	26	TRUE
14490	b0352	1	7023	373092	374105	+	mhpE	4-hydroxy-2-ketovalerate aldolase (NCBI)	0.5651	24	TRUE
14491	b0353	1	7023	374683	375894	+	mhpT	putative transport protein (VIMSS)	0.5743	31	TRUE
14492	b0354	1	7023	375996	376535	+	yaiL	nucleoprotein/polynucleotide-associated enzyme (VIMSS)	0.4815	19	TRUE
14493	b0355	1	7023	376759	377592	-	frmB	predicted esterase (NCBI)	0.4856	26	TRUE
14494	b0356	1	7023	377686	378795	-	frmA	alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase (NCBI)	0.5369	30	TRUE
14495	b0357	1	7023	378830	379105	-	yaiN	putative alpha helix chain (VIMSS)	0.5326	7	TRUE
14496	b0358	1	7023	379293	380066	-	yaiO	hypothetical protein (NCBI)	0.5013	42	TRUE
1936264	b4579	7	7023	380068	380483	-	yaiX		0.4519	24	TRUE
14498	b0360	1	7023	380575	380940	+	insC	KpLE2 phage-like element; IS2 insertion element repressor InsA (RefSeq)	0.5301	9	FALSE
14499	b0361	1	7023	380898	381803	+	insD-1	IS2 insertion element transposase InsAB' (NCBI)	0.5508	25	FALSE
14501	b0363	1	7023	381963	383159	-	yaiP	predicted glucosyltransferase (NCBI)	0.4996	57	TRUE
14502	b0364	1	7023	383283	383840	-	yaiS	orf, hypothetical protein (VIMSS)	0.4337	24	TRUE
14503	b0365	1	7023	384456	385418	+	tauA	taurine transport system periplasmic protein (VIMSS)	0.5628	20	TRUE
14504	b0366	1	7023	385431	386198	+	tauB	taurine transporter subunit (NCBI)	0.5599	18	TRUE
14505	b0367	1	7023	386195	387022	+	tauC	taurine transporter subunit (NCBI)	0.5725	26	TRUE
14506	b0368	1	7023	387019	387870	+	tauD	taurine dioxygenase (NCBI)	0.5446	30	TRUE
14507	b0369	1	7023	387977	388951	-	hemB	5-aminolevulinate dehydratase = porphobilinogen synthase (VIMSS)	0.5395	23	FALSE
1936269	b4580	7	7023	389475	390932	+	yaiT		0.4095	84	TRUE
14510	b0372	1	7023	390963	391829	-	insF-2	IS3 element protein InsF (NCBI)	0.5513	28	FALSE
14511	b0373	1	7023	391826	392125	-	insE	IS3 element protein InsE (RefSeq)	0.5	7	FALSE
14513	b0375	1	7023	393730	394353	+	yaiV	predicted DNA-binding transcriptional regulator (RefSeq)	0.3942	43	TRUE
14514	b0376	1	7023	394354	395511	-	ampH	beta-lactamase/D-alanine carboxypeptidase (NCBI)	0.5535	42	TRUE
14515	b0377	1	7023	395863	397083	+	sbmA	predicted transporter (NCBI)	0.5135	45	TRUE
14516	b0378	1	7023	397096	398190	+	yaiW	predicted DNA-binding transcriptional regulator (NCBI)	0.5342	31	TRUE
14517	b0379	1	7023	398249	398557	-	yaiY	predicted inner membrane protein (NCBI)	0.5243	9	TRUE
14518	b0380	1	7023	398817	399029	+	b0380	orf, hypothetical protein (VIMSS)	0.4883	9	TRUE
14519	b0381	1	7023	399053	400147	-	ddlA	D-alanylalanine synthetase (NCBI)	0.5105	34	TRUE
14520	b0382	1	7023	400610	400870	+	yaiB	hypothetical protein (NCBI)	0.4636	10	TRUE
14521	b0383	1	7023	400971	402386	+	phoA	alkaline phosphatase (VIMSS)	0.5339	45	TRUE
14522	b0384	1	7023	402505	402825	+	psiF	induced by phosphate starvation (VIMSS)	0.4766	9	TRUE
14523	b0385	1	7023	402927	404042	+	yaiC	predicted diguanylate cyclase (NCBI)	0.5367	45	TRUE
14524	b0386	1	7023	404059	404868	-	proC	pyrroline-5-carboxylate reductase (NCBI)	0.5457	25	TRUE
14525	b0387	1	7023	404988	405446	+	yaiI	orf, hypothetical protein (VIMSS)	0.5643	16	TRUE
14526	b0388	1	7023	405629	406153	+	aroL	shikimate kinase II (NCBI)	0.5219	18	TRUE
14527	b0389	1	7023	406203	406394	+	yaiA	hypothetical protein (NCBI)	0.4844	7	TRUE
14528	b0390	1	7023	406652	407329	+	aroM	hypothetical protein (NCBI)	0.4646	26	TRUE
14529	b0391	1	7023	407401	407685	+	yaiE	hypothetical protein (NCBI)	0.5193	6	TRUE
14530	b0392	7	7023	407833	408174	+	ykiA	hypothetical protein (NCBI)	0.4737	11	TRUE
14531	b0393	1	7023	408332	409243	-	rdgC	recombination associated protein (NCBI)	0.5154	16	TRUE
14532	b0394	1	7023	409368	410276	+	yajF	possible NAGC-like transcriptional regulator (VIMSS)	0.5567	28	TRUE
14534	b0396	1	7023	410521	411705	-	araJ	involved in either transport or processing of arabinose polymers (VIMSS)	0.5072	49	TRUE
14535	b0397	1	7023	411831	414977	-	sbcC	exonuclease, dsDNA, ATP-dependent (NCBI)	0.538	73	TRUE
14536	b0398	1	7023	414974	416176	-	sbcD	exonuclease, dsDNA, ATP-dependent (NCBI)	0.5328	44	TRUE
14537	b0399	1	7023	416366	417055	+	phoB	DNA-binding response regulator in two-component regulatory system with PhoR (or CreC) (NCBI)	0.5449	17	TRUE
14538	b0400	1	7023	417113	418408	+	phoR	sensory histidine kinase in two-component regulatory system with PhoB (NCBI)	0.5301	43	TRUE
14539	b0401	1	7023	418815	420134	+	brnQ	predicted branched chain amino acid transporter (LIV-II) (NCBI)	0.5561	56	TRUE
14540	b0402	1	7023	420210	421583	+	proY	predicted cryptic proline transporter (NCBI)	0.5291	54	TRUE
14541	b0403	1	7023	421742	423556	+	malZ	maltodextrin glucosidase (NCBI)	0.546	60	TRUE
14542	b0404	1	7023	423561	424142	-	yajB	hypothetical protein (NCBI)	0.5309	18	TRUE
14543	b0405	1	7023	424235	425305	+	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (NCBI)	0.5415	30	TRUE
14544	b0406	1	7023	425361	426488	+	tgt	queuine tRNA-ribosyltransferase (NCBI)	0.5133	38	TRUE
14545	b0407	1	7023	426511	426843	+	yajC	preprotein translocase subunit YajC (NCBI)	0.4955	11	TRUE
14546	b0408	1	7023	426871	428718	+	secD	protein export protein SecD (NCBI)	0.5319	59	FALSE
14547	b0409	1	7023	428729	429700	+	secF	protein export protein SecF (NCBI)	0.5165	40	FALSE
14548	b0410	1	7023	429829	430176	+	yajD	hypothetical protein (NCBI)	0.4713	15	TRUE
14549	b0411	1	7023	430353	431237	-	tsx	nucleoside channel, receptor of phage T6 and colicin K (NCBI)	0.5051	44	TRUE
14550	b0412	1	7023	431536	432075	-	yajI	orf, hypothetical protein (VIMSS)	0.4759	15	TRUE
14551	b0413	1	7023	432226	432675	+	ybaD	hypothetical protein (NCBI)	0.5133	12	FALSE
14552	b0414	1	7023	432679	433782	+	ribD	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase (NCBI)	0.5534	34	FALSE
14553	b0415	1	7023	433871	434341	+	ribE	riboflavin synthase subunit beta (NCBI)	0.5223	11	FALSE
14554	b0416	1	7023	434361	434780	+	nusB	transcription antitermination protein NusB (NCBI)	0.5381	17	FALSE
14555	b0417	1	7023	434858	435835	+	thiL	thiamine monophosphate kinase (NCBI)	0.544	30	FALSE
14556	b0418	1	7023	435813	436331	+	pgpA	phosphatidylglycerophosphatase A (NCBI)	0.5318	12	TRUE
14557	b0419	1	7023	436385	437359	-	yajO	putative NAD(P)H-dependent xylose reductase (VIMSS)	0.5303	26	TRUE
14558	b0420	1	7023	437539	439401	-	dxs	1-deoxy-D-xylulose-5-phosphate synthase (NCBI)	0.5427	47	FALSE
14559	b0421	1	7023	439426	440325	-	ispA	geranyltranstransferase (NCBI)	0.5422	28	FALSE
14560	b0422	1	7023	440325	440567	-	xseB	exodeoxyribonuclease VII small subunit (NCBI)	0.5514	4	FALSE
14561	b0423	1	7023	440773	442221	+	thiI	thiamine biosynthesis protein ThiI (NCBI)	0.5217	37	TRUE
14562	b0424	1	7023	442275	442865	-	thiJ	4-methyl-5(beta-hydroxyethyl)-thiazole monophosphate synthesis (VIMSS)	0.5651	17	TRUE
14563	b0425	1	7023	442828	443739	-	panE	2-dehydropantoate 2-reductase (NCBI)	0.5186	29	TRUE
14564	b0426	1	7023	443907	444398	+	yajQ	orf, hypothetical protein (VIMSS)	0.5	9	TRUE
14565	b0427	1	7023	444526	445890	-	yajR	putative transport protein (VIMSS)	0.526	34	TRUE
14566	b0428	1	7023	446039	446929	-	cyoE	protoheme IX farnesyltransferase (NCBI)	0.5376	34	TRUE
14567	b0429	1	7023	446941	447270	-	cyoD	cytochrome o ubiquinol oxidase subunit IV (NCBI)	0.497	10	TRUE
14568	b0430	1	7023	447270	447884	-	cyoC	cytochrome o ubiquinol oxidase subunit III (NCBI)	0.535	15	TRUE
14569	b0431	1	7023	447874	449865	-	cyoB	cytochrome o ubiquinol oxidase subunit I (NCBI)	0.5296	65	TRUE
14570	b0432	1	7023	449887	450834	-	cyoA	cytochrome o ubiquinol oxidase subunit II (NCBI)	0.5095	29	TRUE
14571	b0433	1	7023	451294	452769	-	ampG	muropeptide transporter (NCBI)	0.5366	50	TRUE
14572	b0434	1	7023	452813	453391	-	yajG	putative polymerase/proteinase (VIMSS)	0.513	19	TRUE
14573	b0435	1	7023	453696	454013	+	bolA	possible regulator of murein genes (VIMSS)	0.4843	14	TRUE
14574	b0436	1	7023	454357	455655	+	tig	trigger factor (NCBI)	0.5119	34	TRUE
14575	b0437	1	7023	455901	456524	+	clpP	ATP-dependent Clp protease proteolytic subunit (NCBI)	0.5112	21	TRUE
14576	b0438	1	7023	456650	457924	+	clpX	ATP-dependent protease ATP-binding subunit (NCBI)	0.5153	37	TRUE
14577	b0439	1	7023	458112	460466	+	lon	DNA-binding ATP-dependent protease La (NCBI)	0.5231	64	TRUE
14578	b0440	1	7023	460675	460947	+	hupB	HU, DNA-binding transcriptional regulator, beta subunit (NCBI)	0.4908	14	TRUE
14579	b0441	1	7023	461139	463010	+	ppiD	peptidyl-prolyl cis-trans isomerase (rotamase D) (NCBI)	0.5235	54	TRUE
14580	b0442	1	7023	463161	463532	+	ybaV	hypothetical protein (NCBI)	0.5484	11	TRUE
14581	b0443	1	7023	463626	464024	+	ybaW	hypothetical protein (NCBI)	0.4612	23	TRUE
14582	b0444	1	7023	464076	464771	-	ybaX	predicted aluminum resistance protein (NCBI)	0.5172	28	TRUE
14583	b0445	1	7023	464836	466536	-	ybaE	predicted transporter subunit: periplasmic-binding component of ABC superfamily (NCBI)	0.5297	62	TRUE
14584	b0446	1	7023	466636	467454	+	cof	orf, hypothetical protein (VIMSS)	0.514	27	TRUE
14585	b0447	1	7023	467607	468065	+	ybaO	putative LRP-like transcriptional regulator (VIMSS)	0.5185	13	TRUE
14586	b0448	1	7023	468095	469867	+	mdlA	fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components (NCBI)	0.5403	56	TRUE
14587	b0449	1	7023	469860	471641	+	mdlB	fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components (NCBI)	0.5629	53	TRUE
14588	b0450	1	7023	471822	472160	+	glnK	nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB (NCBI)	0.5074	9	TRUE
14589	b0451	1	7023	472190	473476	+	amtB	ammonium transporter (NCBI)	0.5618	32	TRUE
14590	b0452	1	7023	473525	474385	-	tesB	acyl-CoA thioesterase II (NCBI)	0.525	23	TRUE
14591	b0453	1	7023	474603	475175	+	ybaY	glycoprotein/polysaccharide metabolism (VIMSS)	0.5393	19	TRUE
14592	b0454	1	7023	475206	475595	-	ybaZ	predicted methyltransferase (NCBI)	0.541	12	TRUE
1936286	b0455	6	7023	475672	475785	+	ffs	4.5S RNA (NCBI)	0.6404	3	FALSE
14593	b0456	1	7023	475896	476249	+	ybaA	hypothetical protein (NCBI)	0.4944	10	TRUE
14594	b0457	1	7023	476291	477841	-	ylaB	orf, hypothetical protein (VIMSS)	0.4803	64	TRUE
14595	b0458	1	7023	478005	478475	-	ylaC	orf, hypothetical protein (VIMSS)	0.4713	23	TRUE
